"No.","Time","Source","Destination","Protocol","Length","Info"
"322493","188.490661","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6758596 Win=245344 Len=0 TSval=175207318 TSecr=3250194844"
"322495","188.506959","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6761492 Win=243392 Len=0 TSval=175207318 TSecr=3250194844"
"322496","188.507210","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6767284 Win=258336 Len=0 TSval=175207318 TSecr=3250194844"
"322497","188.507388","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6660532 Win=255552 Len=0 TSval=175207318 TSecr=3907546517"
"322517","188.527442","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6663428 Win=260192 Len=0 TSval=175207321 TSecr=3907546529"
"322518","188.527697","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=7983605 Win=258336 Len=0 TSval=175207321 TSecr=1298118535"
"322519","188.527873","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6667772 Win=257408 Len=0 TSval=175207321 TSecr=3907546535"
"322520","188.528039","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6669220 Win=256480 Len=0 TSval=175207321 TSecr=3907546535"
"322521","188.528225","192.168.1.58","23.246.45.154","TCP","78","55146  >  443 [ACK] Seq=5884 Ack=6673564 Win=252672 Len=0 TSval=175207321 TSecr=3907546535 SLE=6675012 SRE=6676460"
"322522","188.528415","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6676460 Win=251744 Len=0 TSval=175207321 TSecr=3907546535"
"322536","188.536826","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 322522#1] 55146  >  443 [ACK] Seq=5884 Ack=6676460 Win=251744 Len=0 TSval=175207321 TSecr=3907546535 SLE=6677908 SRE=6679356"
"322537","188.537046","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6679356 Win=249792 Len=0 TSval=175207321 TSecr=3907546535"
"322538","188.537285","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 322537#1] 55146  >  443 [ACK] Seq=5884 Ack=6679356 Win=249792 Len=0 TSval=175207321 TSecr=3907546535 SLE=6680804 SRE=6682252"
"322539","188.537486","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6682252 Win=247840 Len=0 TSval=175207321 TSecr=3907546535"
"322540","188.537656","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6683700 Win=260696 Len=0 TSval=175207322 TSecr=3907546535"
"322541","188.537962","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=7987949 Win=259264 Len=0 TSval=175207322 TSecr=1298118540"
"322542","188.538131","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=7989397 Win=258336 Len=0 TSval=175207322 TSecr=1298118553"
"322543","188.538331","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=7995189 Win=254624 Len=0 TSval=175207322 TSecr=1298118553"
"322544","188.538527","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6686596 Win=259264 Len=0 TSval=175207322 TSecr=3907546538"
"322545","188.538716","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=7998085 Win=252768 Len=0 TSval=175207322 TSecr=1298118554"
"322546","188.538887","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8000981 Win=250912 Len=0 TSval=175207322 TSecr=1298118554"
"322547","188.539076","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6773076 Win=259264 Len=0 TSval=175207322 TSecr=3250194854"
"322558","188.543545","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6789004 Win=249056 Len=0 TSval=175207323 TSecr=3250194911"
"322615","188.569884","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6791900 Win=260192 Len=0 TSval=175207326 TSecr=3250194917"
"322616","188.570132","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6796244 Win=260696 Len=0 TSval=175207326 TSecr=3250194920"
"322617","188.571032","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6689492 Win=260192 Len=0 TSval=175207326 TSecr=3907546614"
"322625","188.600850","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6692388 Win=258336 Len=0 TSval=175207326 TSecr=3907546614"
"322626","188.601131","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6698180 Win=254624 Len=0 TSval=175207326 TSecr=3907546614"
"322627","188.601328","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8002429 Win=260696 Len=0 TSval=175207326 TSecr=1298118622"
"322628","188.601927","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8003877 Win=260192 Len=0 TSval=175207327 TSecr=1298118622"
"322629","188.601920","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6699628 Win=253696 Len=0 TSval=175207327 TSecr=3907546622"
"322630","188.602126","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6701076 Win=252768 Len=0 TSval=175207327 TSecr=3907546622"
"322631","188.602127","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8006773 Win=258336 Len=0 TSval=175207327 TSecr=1298118622"
"322632","188.602269","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6705420 Win=249984 Len=0 TSval=175207327 TSecr=3907546622"
"322633","188.602264","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6703972 Win=250912 Len=0 TSval=175207327 TSecr=3907546622"
"322634","188.602393","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6706868 Win=249056 Len=0 TSval=175207327 TSecr=3907546628"
"322635","188.602398","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 322634#1] 55146  >  443 [ACK] Seq=5884 Ack=6706868 Win=249056 Len=0 TSval=175207327 TSecr=3907546628 SLE=6673564 SRE=6675012"
"322636","188.602527","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6708316 Win=248128 Len=0 TSval=175207327 TSecr=3907546628"
"322637","188.602523","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8008221 Win=257408 Len=0 TSval=175207327 TSecr=1298118622"
"322638","188.602658","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6714108 Win=244320 Len=0 TSval=175207327 TSecr=3907546628"
"322639","188.602655","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6711212 Win=246272 Len=0 TSval=175207327 TSecr=3907546628"
"322640","188.602789","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8011117 Win=255552 Len=0 TSval=175207327 TSecr=1298118633"
"322641","188.602784","192.168.1.58","23.246.45.154","TCP","78","55146  >  443 [ACK] Seq=5884 Ack=6714108 Win=244320 Len=0 TSval=175207327 TSecr=3907546628 SLE=6676460 SRE=6677908"
"322642","188.602920","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6715556 Win=243392 Len=0 TSval=175207327 TSecr=3907546633"
"322643","188.602915","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8016909 Win=251840 Len=0 TSval=175207327 TSecr=1298118633"
"322644","188.603055","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8021253 Win=249056 Len=0 TSval=175207328 TSecr=1298118633"
"322645","188.603048","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8018357 Win=250912 Len=0 TSval=175207327 TSecr=1298118633"
"322646","188.603184","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6719900 Win=240608 Len=0 TSval=175207328 TSecr=3907546633"
"322647","188.603180","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6717004 Win=242464 Len=0 TSval=175207328 TSecr=3907546633"
"322648","188.603317","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6722796 Win=238656 Len=0 TSval=175207328 TSecr=3907546633"
"322649","188.603310","192.168.1.58","23.246.45.154","TCP","78","55146  >  443 [ACK] Seq=5884 Ack=6719900 Win=240608 Len=0 TSval=175207328 TSecr=3907546633 SLE=6721348 SRE=6722796"
"322650","188.603438","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6724244 Win=237728 Len=0 TSval=175207328 TSecr=3907546633"
"322651","188.603444","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6809276 Win=253696 Len=0 TSval=175207328 TSecr=3250194920"
"322652","188.603568","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8025597 Win=246272 Len=0 TSval=175207328 TSecr=1298118633"
"322653","188.603571","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6812172 Win=260192 Len=0 TSval=175207328 TSecr=3250194964"
"322654","188.603702","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6727140 Win=260192 Len=0 TSval=175207329 TSecr=3907546666"
"322655","188.609283","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6838236 Win=243392 Len=0 TSval=175207330 TSecr=3250194964"
"322671","188.621251","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6730036 Win=260192 Len=0 TSval=175207331 TSecr=3907546696"
"322672","188.621508","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6732932 Win=258336 Len=0 TSval=175207331 TSecr=3907546696"
"322715","188.625979","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6737276 Win=255552 Len=0 TSval=175207331 TSecr=3907546696"
"322716","188.626252","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8029941 Win=259264 Len=0 TSval=175207331 TSecr=1298118696"
"322717","188.626497","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6738724 Win=254624 Len=0 TSval=175207331 TSecr=3907546702"
"322718","188.626716","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6743068 Win=251840 Len=0 TSval=175207331 TSecr=3907546702"
"322719","188.626888","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6744516 Win=250912 Len=0 TSval=175207331 TSecr=3907546702"
"322734","188.630486","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8034285 Win=256480 Len=0 TSval=175207332 TSecr=1298118702"
"322764","188.661247","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6758996 Win=252768 Len=0 TSval=175207335 TSecr=3907546703"
"322765","188.661575","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6766236 Win=248128 Len=0 TSval=175207335 TSecr=3907546703"
"322766","188.661827","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6849820 Win=254624 Len=0 TSval=175207335 TSecr=3250195032"
"322791","188.689594","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6855612 Win=250912 Len=0 TSval=175207336 TSecr=3250195032"
"322792","188.689849","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6862852 Win=246272 Len=0 TSval=175207336 TSecr=3250195037"
"322793","188.690096","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6871540 Win=256480 Len=0 TSval=175207336 TSecr=3250195037"
"322794","188.690379","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6875884 Win=253600 Len=0 TSval=175207337 TSecr=3250195037"
"322795","188.690743","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6772028 Win=258336 Len=0 TSval=175207337 TSecr=3907546718"
"322796","188.690997","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6783612 Win=250912 Len=0 TSval=175207337 TSecr=3907546723"
"322797","188.691243","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8056005 Win=259264 Len=0 TSval=175207337 TSecr=1298118723"
"322798","188.691490","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6881676 Win=249888 Len=0 TSval=175207337 TSecr=3250195037"
"322799","188.691742","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6785060 Win=249984 Len=0 TSval=175207337 TSecr=3907546725"
"322800","188.691995","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8061797 Win=255552 Len=0 TSval=175207337 TSecr=1298118729"
"322801","188.692254","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6886020 Win=247104 Len=0 TSval=175207338 TSecr=3250195092"
"322802","188.693967","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=7814 Ack=6894708 Win=249056 Len=0 TSval=175207338 TSecr=3250195092"
"322803","188.694775","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6806780 Win=235968 Len=0 TSval=175207338 TSecr=3907546755"
"322804","188.695554","192.168.1.58","23.246.45.154","TLSv1.2","553","Application Data"
"322885","188.731781","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6901948 Win=257408 Len=0 TSval=175207342 TSecr=3250195123"
"322893","188.752277","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6907740 Win=258336 Len=0 TSval=175207344 TSecr=3250195123"
"322894","188.756092","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8066141 Win=259264 Len=0 TSval=175207344 TSecr=1298118805"
"322895","188.757994","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8071933 Win=255552 Len=0 TSval=175207345 TSecr=1298118805"
"322896","188.758230","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8079173 Win=250912 Len=0 TSval=175207345 TSecr=1298118805"
"322915","188.775398","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 322896#1] 55145  >  443 [ACK] Seq=6864 Ack=8079173 Win=250912 Len=0 TSval=175207345 TSecr=1298118805 SLE=8080621 SRE=8082069"
"322916","188.775756","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8082069 Win=248960 Len=0 TSval=175207345 TSecr=1298118805"
"322917","188.776241","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6811124 Win=259264 Len=0 TSval=175207345 TSecr=3907546805"
"322918","188.776512","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8084965 Win=247104 Len=0 TSval=175207345 TSecr=1298118805"
"322919","188.776824","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8087861 Win=245248 Len=0 TSval=175207345 TSecr=1298118805"
"322920","188.777126","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8090757 Win=243392 Len=0 TSval=175207345 TSecr=1298118805"
"322921","188.777398","192.168.1.58","23.246.45.154","TCP","78","55146  >  443 [ACK] Seq=5884 Ack=6824156 Win=249888 Len=0 TSval=175207345 TSecr=3907546805 SLE=6825604 SRE=6827052"
"322922","188.777723","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6829948 Win=247104 Len=0 TSval=175207345 TSecr=3907546805"
"322923","188.777709","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6827052 Win=248960 Len=0 TSval=175207345 TSecr=3907546805"
"322924","188.777927","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6832844 Win=245152 Len=0 TSval=175207346 TSecr=3907546805"
"322925","188.777914","192.168.1.58","23.246.45.154","TCP","78","55146  >  443 [ACK] Seq=5884 Ack=6829948 Win=247104 Len=0 TSval=175207346 TSecr=3907546805 SLE=6831396 SRE=6832844"
"322926","188.778086","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6840084 Win=240512 Len=0 TSval=175207346 TSecr=3907546805"
"322927","188.778099","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6847324 Win=235872 Len=0 TSval=175207346 TSecr=3907546805"
"322928","188.778250","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6848772 Win=234944 Len=0 TSval=175207346 TSecr=3907546805"
"322929","188.778245","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6916428 Win=260696 Len=0 TSval=175207346 TSecr=3250195126"
"322930","188.778406","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6926564 Win=255456 Len=0 TSval=175207346 TSecr=3250195136"
"322931","188.778402","192.168.1.58","23.246.45.154","TCP","78","55144  >  443 [ACK] Seq=8301 Ack=6923668 Win=256384 Len=0 TSval=175207346 TSecr=3250195136 SLE=6925116 SRE=6926564"
"322932","188.778581","192.168.1.58","23.246.45.154","TCP","78","55144  >  443 [ACK] Seq=8301 Ack=6926564 Win=255456 Len=0 TSval=175207346 TSecr=3250195136 SLE=6928012 SRE=6929460"
"322933","188.778564","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6929460 Win=253504 Len=0 TSval=175207346 TSecr=3250195136"
"322934","188.778717","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 322933#1] 55144  >  443 [ACK] Seq=8301 Ack=6929460 Win=253504 Len=0 TSval=175207346 TSecr=3250195136 SLE=6930908 SRE=6932356"
"322935","188.778726","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6932356 Win=251552 Len=0 TSval=175207346 TSecr=3250195136"
"322936","188.778874","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 322935#1] 55144  >  443 [ACK] Seq=8301 Ack=6932356 Win=251552 Len=0 TSval=175207346 TSecr=3250195136 SLE=6933804 SRE=6935252"
"322937","188.778876","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6935252 Win=249600 Len=0 TSval=175207346 TSecr=3250195136"
"322938","188.779031","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6939596 Win=246816 Len=0 TSval=175207346 TSecr=3250195136"
"322939","188.779024","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6936700 Win=248672 Len=0 TSval=175207346 TSecr=3250195136"
"322940","188.779175","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6948284 Win=241248 Len=0 TSval=175207347 TSecr=3250195157"
"322941","188.779170","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6943940 Win=244032 Len=0 TSval=175207346 TSecr=3250195157"
"322942","188.779321","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6951180 Win=239392 Len=0 TSval=175207347 TSecr=3250195177"
"322943","188.780557","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8100893 Win=255552 Len=0 TSval=175207347 TSecr=1298118852"
"322944","188.780841","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6954076 Win=237536 Len=0 TSval=175207347 TSecr=3250195177"
"322945","188.781164","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8108133 Win=250912 Len=0 TSval=175207347 TSecr=1298118854"
"322953","188.794486","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8109581 Win=260696 Len=0 TSval=175207348 TSecr=1298118871"
"322954","188.795064","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8111029 Win=260192 Len=0 TSval=175207348 TSecr=1298118871"
"322979","188.798903","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8112477 Win=259264 Len=0 TSval=175207349 TSecr=1298118871"
"322981","188.799192","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6850220 Win=260696 Len=0 TSval=175207349 TSecr=3907546871"
"322982","188.799346","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6853116 Win=259264 Len=0 TSval=175207349 TSecr=3907546871"
"322984","188.799623","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8113925 Win=258336 Len=0 TSval=175207349 TSecr=1298118871"
"323036","188.804643","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6858908 Win=255552 Len=0 TSval=175207349 TSecr=3907546877"
"323039","188.811089","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6860356 Win=254624 Len=0 TSval=175207350 TSecr=3907546877"
"323051","188.858411","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6867596 Win=257408 Len=0 TSval=175207355 TSecr=3907546877"
"323052","188.858696","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8115373 Win=260696 Len=0 TSval=175207355 TSecr=1298118877"
"323053","188.858861","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323052#1] 55145  >  443 [ACK] Seq=6864 Ack=8115373 Win=260696 Len=0 TSval=175207355 TSecr=1298118877 SLE=8116821 SRE=8118269"
"323054","188.859026","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8118269 Win=260096 Len=0 TSval=175207355 TSecr=1298118877"
"323055","188.859208","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8121165 Win=258240 Len=0 TSval=175207355 TSecr=1298118877"
"323056","188.859368","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323055#1] 55145  >  443 [ACK] Seq=6864 Ack=8121165 Win=258240 Len=0 TSval=175207355 TSecr=1298118877 SLE=8122613 SRE=8124061"
"323057","188.859528","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8124061 Win=256288 Len=0 TSval=175207355 TSecr=1298118877"
"323058","188.859708","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323057#1] 55145  >  443 [ACK] Seq=6864 Ack=8124061 Win=256288 Len=0 TSval=175207355 TSecr=1298118877 SLE=8125509 SRE=8126957"
"323059","188.859867","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8126957 Win=254336 Len=0 TSval=175207355 TSecr=1298118877"
"323060","188.860027","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8131301 Win=251552 Len=0 TSval=175207355 TSecr=1298118877"
"323061","188.860209","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6876284 Win=256480 Len=0 TSval=175207355 TSecr=3907546880"
"323062","188.862196","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323061#1] 55146  >  443 [ACK] Seq=5884 Ack=6876284 Win=256480 Len=0 TSval=175207355 TSecr=3907546880 SLE=6877732 SRE=6879180"
"323063","188.862458","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6879180 Win=254528 Len=0 TSval=175207355 TSecr=3907546880"
"323064","188.862627","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6882076 Win=252672 Len=0 TSval=175207355 TSecr=3907546880"
"323065","188.862787","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323064#1] 55146  >  443 [ACK] Seq=5884 Ack=6882076 Win=252672 Len=0 TSval=175207355 TSecr=3907546880 SLE=6883524 SRE=6884972"
"323066","188.862963","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6884972 Win=250720 Len=0 TSval=175207355 TSecr=3907546880"
"323067","188.863120","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6886420 Win=249792 Len=0 TSval=175207355 TSecr=3907546880"
"323068","188.863277","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6887868 Win=248864 Len=0 TSval=175207355 TSecr=3907546880"
"323069","188.863455","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323068#1] 55146  >  443 [ACK] Seq=5884 Ack=6887868 Win=248864 Len=0 TSval=175207355 TSecr=3907546880 SLE=6889316 SRE=6890764"
"323070","188.863622","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6890764 Win=246912 Len=0 TSval=175207355 TSecr=3907546880"
"323071","188.863804","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6892212 Win=245984 Len=0 TSval=175207355 TSecr=3907546880"
"323072","188.863987","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8132749 Win=250624 Len=0 TSval=175207355 TSecr=1298118880"
"323073","188.869996","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323072#1] 55145  >  443 [ACK] Seq=6864 Ack=8132749 Win=250624 Len=0 TSval=175207355 TSecr=1298118880 SLE=8134197 SRE=8135645"
"323074","188.870222","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8135645 Win=248672 Len=0 TSval=175207355 TSecr=1298118880"
"323075","188.870362","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323074#1] 55145  >  443 [ACK] Seq=6864 Ack=8135645 Win=248672 Len=0 TSval=175207355 TSecr=1298118880 SLE=8137093 SRE=8138541"
"323076","188.870604","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8138541 Win=246720 Len=0 TSval=175207355 TSecr=1298118880"
