"No.","Time","Source","Destination","Protocol","Length","Info"
"323077","188.870777","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6958420 Win=259264 Len=0 TSval=175207355 TSecr=3250195208"
"323078","188.870969","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6962764 Win=256480 Len=0 TSval=175207355 TSecr=3250195208"
"323079","188.871157","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6967108 Win=253696 Len=0 TSval=175207356 TSecr=3250195208"
"323080","188.871327","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323079#1] 55144  >  443 [ACK] Seq=8301 Ack=6967108 Win=253696 Len=0 TSval=175207356 TSecr=3250195208 SLE=6968556 SRE=6970004"
"323081","188.871525","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6970004 Win=251744 Len=0 TSval=175207356 TSecr=3250195208"
"323082","188.871715","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6972900 Win=249888 Len=0 TSval=175207356 TSecr=3250195208"
"323084","188.872023","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323082#1] 55144  >  443 [ACK] Seq=8301 Ack=6972900 Win=249888 Len=0 TSval=175207356 TSecr=3250195208 SLE=6974348 SRE=6975796"
"323085","188.872222","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6975796 Win=247936 Len=0 TSval=175207356 TSecr=3250195211"
"323087","188.872525","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323085#1] 55144  >  443 [ACK] Seq=8301 Ack=6975796 Win=247936 Len=0 TSval=175207356 TSecr=3250195211 SLE=6977244 SRE=6978692"
"323089","188.872887","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6978692 Win=245984 Len=0 TSval=175207356 TSecr=3250195211"
"323090","188.872905","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6981588 Win=244128 Len=0 TSval=175207356 TSecr=3250195211"
"323091","188.873097","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323090#1] 55144  >  443 [ACK] Seq=8301 Ack=6981588 Win=244128 Len=0 TSval=175207356 TSecr=3250195211 SLE=6983036 SRE=6984484"
"323093","188.873244","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6984484 Win=242176 Len=0 TSval=175207356 TSecr=3250195211"
"323095","188.873408","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323093#1] 55144  >  443 [ACK] Seq=8301 Ack=6984484 Win=242176 Len=0 TSval=175207356 TSecr=3250195211 SLE=6985932 SRE=6987380"
"323097","188.873562","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6987380 Win=240224 Len=0 TSval=175207356 TSecr=3250195211"
"323098","188.873618","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6993172 Win=258240 Len=0 TSval=175207356 TSecr=3250195211"
"323100","188.873786","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6994620 Win=257312 Len=0 TSval=175207356 TSecr=3250195211"
"323131","188.881518","192.168.1.99","54.152.151.210","TLSv1.2","97","Encrypted Alert"
"323148","188.895814","192.168.1.99","54.152.151.210","TCP","66","53617  >  443 [RST, ACK] Seq=32 Ack=1 Win=400 Len=0 TSval=485428241 TSecr=3806764089"
"323150","188.896070","192.168.1.99","34.198.238.22","TLSv1.2","97","Encrypted Alert"
"323152","188.896384","192.168.1.99","34.198.238.22","TCP","66","55230  >  443 [RST, ACK] Seq=32 Ack=1 Win=399 Len=0 TSval=485428241 TSecr=1186729846"
"323156","188.896657","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6996068 Win=256384 Len=0 TSval=175207356 TSecr=3250195211"
"323158","188.896785","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323156#1] 55144  >  443 [ACK] Seq=8301 Ack=6996068 Win=256384 Len=0 TSval=175207356 TSecr=3250195211 SLE=6997516 SRE=6998964"
"323160","188.896909","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=6998964 Win=254432 Len=0 TSval=175207356 TSecr=3250195211"
"323162","188.897047","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7001860 Win=252480 Len=0 TSval=175207356 TSecr=3250195211"
"323163","188.897034","192.168.1.58","23.246.45.154","TCP","78","55144  >  443 [ACK] Seq=8301 Ack=6998964 Win=254432 Len=0 TSval=175207356 TSecr=3250195211 SLE=7000412 SRE=7001860"
"323164","188.897180","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8139989 Win=260696 Len=0 TSval=175207356 TSecr=1298118889"
"323166","188.897303","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8141437 Win=260192 Len=0 TSval=175207356 TSecr=1298118889"
"323168","188.897427","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8142885 Win=259264 Len=0 TSval=175207356 TSecr=1298118895"
"323170","188.897551","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8144333 Win=258336 Len=0 TSval=175207357 TSecr=1298118895"
"323172","188.897677","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6898004 Win=258336 Len=0 TSval=175207357 TSecr=3907546901"
"323173","188.897671","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6896556 Win=259264 Len=0 TSval=175207357 TSecr=3907546895"
"323174","188.897809","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6902348 Win=255552 Len=0 TSval=175207357 TSecr=3907546901"
"323176","188.897933","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6903796 Win=254624 Len=0 TSval=175207357 TSecr=3907546906"
"323178","188.898053","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8145781 Win=257408 Len=0 TSval=175207357 TSecr=1298118953"
"323180","188.898168","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323178#1] 55145  >  443 [ACK] Seq=6864 Ack=8145781 Win=257408 Len=0 TSval=175207357 TSecr=1298118953 SLE=8115373 SRE=8116821"
"323181","188.898190","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8148677 Win=255552 Len=0 TSval=175207357 TSecr=1298118953"
"323182","188.898304","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6912484 Win=249056 Len=0 TSval=175207357 TSecr=3907546953"
"323184","188.898426","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8151573 Win=253696 Len=0 TSval=175207357 TSecr=1298118953"
"323185","188.898431","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8153021 Win=252768 Len=0 TSval=175207357 TSecr=1298118953"
"323186","188.898574","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6921172 Win=243392 Len=0 TSval=175207358 TSecr=3907546959"
"323187","188.898569","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6918276 Win=245344 Len=0 TSval=175207357 TSecr=3907546959"
"323188","188.898706","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323185#1] 55145  >  443 [ACK] Seq=6864 Ack=8153021 Win=252768 Len=0 TSval=175207358 TSecr=1298118953 SLE=8121165 SRE=8122613"
"323189","188.898711","192.168.1.58","23.246.45.154","TCP","78","55146  >  443 [ACK] Seq=5884 Ack=6921172 Win=243392 Len=0 TSval=175207358 TSecr=3907546959 SLE=6876284 SRE=6877732"
"323190","188.898846","192.168.1.58","23.246.45.154","TCP","78","55145  >  443 [ACK] Seq=6864 Ack=8155917 Win=250912 Len=0 TSval=175207358 TSecr=1298118959 SLE=8124061 SRE=8125509"
"323191","188.898839","192.168.1.58","23.246.45.154","TCP","66","[TCP Dup ACK 323190#1] 55145  >  443 [ACK] Seq=6864 Ack=8155917 Win=250912 Len=0 TSval=175207358 TSecr=1298118959"
"323192","188.898977","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8161709 Win=247200 Len=0 TSval=175207358 TSecr=1298118959"
"323193","188.898971","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6922620 Win=242464 Len=0 TSval=175207358 TSecr=3907546959"
"323194","188.899101","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6924068 Win=241536 Len=0 TSval=175207358 TSecr=3907546959"
"323195","188.899108","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6925516 Win=240608 Len=0 TSval=175207358 TSecr=3907546959"
"323196","188.899231","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8163157 Win=260696 Len=0 TSval=175207358 TSecr=1298118959"
"323197","188.900124","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6926964 Win=260696 Len=0 TSval=175207358 TSecr=3907546959"
"323198","188.900471","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6928412 Win=260192 Len=0 TSval=175207358 TSecr=3907546959"
"323199","188.900709","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6929860 Win=259264 Len=0 TSval=175207358 TSecr=3907546959"
"323200","188.900878","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6931308 Win=258336 Len=0 TSval=175207358 TSecr=3907546959"
"323201","188.901044","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8164605 Win=260192 Len=0 TSval=175207358 TSecr=1298118960"
"323202","188.902633","192.168.1.99","34.196.164.39","TCP","74","52856  >  443 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM=1 TSval=485428243 TSecr=0 WS=128"
"323234","188.929523","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8167501 Win=260192 Len=0 TSval=175207362 TSecr=1298118964"
"323235","188.929785","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8168949 Win=259264 Len=0 TSval=175207362 TSecr=1298118971"
"323236","188.940261","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7003308 Win=260696 Len=0 TSval=175207362 TSecr=3250195301"
"323237","188.940541","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7010548 Win=256480 Len=0 TSval=175207362 TSecr=3250195301"
"323238","188.940755","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7011996 Win=255552 Len=0 TSval=175207362 TSecr=3250195301"
"323239","188.940921","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7014892 Win=253696 Len=0 TSval=175207362 TSecr=3250195301"
"323240","188.941096","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7019236 Win=250912 Len=0 TSval=175207362 TSecr=3250195304"
"323241","188.941261","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7022132 Win=249056 Len=0 TSval=175207363 TSecr=3250195304"
"323242","188.941456","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7023580 Win=248128 Len=0 TSval=175207363 TSecr=3250195304"
"323248","188.948163","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7025028 Win=247200 Len=0 TSval=175207363 TSecr=3250195304"
"323249","188.948390","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323248#1] 55144  >  443 [ACK] Seq=8301 Ack=7025028 Win=247200 Len=0 TSval=175207363 TSecr=3250195304 SLE=7026476 SRE=7027924"
"323250","188.948532","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7027924 Win=245248 Len=0 TSval=175207363 TSecr=3250195304"
"323251","188.948652","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7030820 Win=243392 Len=0 TSval=175207363 TSecr=3250195304"
"323252","188.948768","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7043852 Win=253696 Len=0 TSval=175207363 TSecr=3250195304"
"323253","188.948884","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8171845 Win=260192 Len=0 TSval=175207363 TSecr=1298118997"
"323254","188.949003","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6935652 Win=259264 Len=0 TSval=175207363 TSecr=3907546997"
"323255","188.949126","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8174741 Win=258336 Len=0 TSval=175207364 TSecr=1298118997"
"323256","188.949251","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323254#1] 55146  >  443 [ACK] Seq=5884 Ack=6935652 Win=259264 Len=0 TSval=175207364 TSecr=3907546997 SLE=6937100 SRE=6938548"
"323257","188.949268","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8176189 Win=257408 Len=0 TSval=175207364 TSecr=1298118997"
"323258","188.949392","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6938548 Win=257312 Len=0 TSval=175207364 TSecr=3907546997"
"323259","188.949395","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323258#1] 55146  >  443 [ACK] Seq=5884 Ack=6938548 Win=257312 Len=0 TSval=175207364 TSecr=3907546997 SLE=6939996 SRE=6941444"
"323260","188.949528","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6941444 Win=255360 Len=0 TSval=175207364 TSecr=3907546997"
"323261","188.949533","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323260#1] 55146  >  443 [ACK] Seq=5884 Ack=6941444 Win=255360 Len=0 TSval=175207364 TSecr=3907546997 SLE=6942892 SRE=6944340"
"323262","188.949658","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6945788 Win=252480 Len=0 TSval=175207364 TSecr=3907546997"
"323263","188.949654","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6944340 Win=253408 Len=0 TSval=175207364 TSecr=3907546997"
"323264","188.952469","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8177637 Win=256480 Len=0 TSval=175207364 TSecr=1298118997"
"323265","188.952737","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6951580 Win=248768 Len=0 TSval=175207364 TSecr=3907546997"
"323266","188.952913","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8179085 Win=255552 Len=0 TSval=175207364 TSecr=1298118997"
"323267","188.953097","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6955924 Win=245984 Len=0 TSval=175207364 TSecr=3907546997"
"323268","188.953301","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7045300 Win=252768 Len=0 TSval=175207364 TSecr=3250195328"
"323269","188.953500","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323268#1] 55144  >  443 [ACK] Seq=8301 Ack=7045300 Win=252768 Len=0 TSval=175207364 TSecr=3250195328 SLE=6996068 SRE=6997516"
"323272","188.956470","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8180533 Win=254624 Len=0 TSval=175207364 TSecr=1298118997"
"323273","188.956716","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7046748 Win=251840 Len=0 TSval=175207364 TSecr=3250195328"
"323275","188.957033","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7048196 Win=250912 Len=0 TSval=175207364 TSecr=3250195328"
"323277","188.957362","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7051092 Win=249056 Len=0 TSval=175207364 TSecr=3250195328"
"323278","188.957567","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8184877 Win=251840 Len=0 TSval=175207364 TSecr=1298119024"
"323279","188.957757","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8186325 Win=250912 Len=0 TSval=175207365 TSecr=1298119024"
"323281","188.957932","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8187773 Win=249984 Len=0 TSval=175207365 TSecr=1298119025"
"323285","188.959717","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7053988 Win=247200 Len=0 TSval=175207365 TSecr=3250195366"
"323286","188.960676","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7058332 Win=244320 Len=0 TSval=175207365 TSecr=3250195366"
"323287","188.961090","192.168.1.99","34.196.164.39","TCP","66","52856  >  443 [ACK] Seq=1 Ack=1 Win=42368 Len=0 TSval=485428249 TSecr=162958810"
"323288","188.961409","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7059780 Win=243392 Len=0 TSval=175207365 TSecr=3250195366"
"323289","188.961639","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7061228 Win=242464 Len=0 TSval=175207365 TSecr=3250195368"
"323290","188.961967","192.168.1.99","34.196.164.39","TLSv1.2","583","Client Hello"
"323323","188.968628","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7065572 Win=239680 Len=0 TSval=175207366 TSecr=3250195371"
"323332","188.971894","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7069916 Win=236896 Len=0 TSval=175207366 TSecr=3250195371"
"323333","188.972194","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7072812 Win=235040 Len=0 TSval=175207366 TSecr=3250195371"
"323334","188.972458","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6958820 Win=244128 Len=0 TSval=175207366 TSecr=3907547046"
"323335","188.972754","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8189221 Win=249056 Len=0 TSval=175207366 TSecr=1298119046"
"323336","188.973030","192.168.1.58","23.246.45.154","TCP","66","55145  >  443 [ACK] Seq=6864 Ack=8192117 Win=260192 Len=0 TSval=175207366 TSecr=1298119046"
"323337","188.973321","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6960268 Win=250912 Len=0 TSval=175207366 TSecr=3907547046"
"323338","188.973846","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6961716 Win=260696 Len=0 TSval=175207366 TSecr=3907547046"
"323339","188.974142","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323338#1] 55146  >  443 [ACK] Seq=5884 Ack=6961716 Win=260696 Len=0 TSval=175207366 TSecr=3907547046 SLE=6963164 SRE=6964612"
"323340","188.974421","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6964612 Win=259168 Len=0 TSval=175207366 TSecr=3907547047"
"323341","188.974725","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323340#1] 55146  >  443 [ACK] Seq=5884 Ack=6964612 Win=259168 Len=0 TSval=175207366 TSecr=3907547047 SLE=6966060 SRE=6967508"
"323342","188.974994","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6967508 Win=257216 Len=0 TSval=175207366 TSecr=3907547047"
"323343","188.975252","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323342#1] 55146  >  443 [ACK] Seq=5884 Ack=6967508 Win=257216 Len=0 TSval=175207366 TSecr=3907547047 SLE=6968956 SRE=6970404"
"323344","188.976130","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6970404 Win=255264 Len=0 TSval=175207366 TSecr=3907547047"
"323360","188.984740","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7074260 Win=260696 Len=0 TSval=175207367 TSecr=3250195377"
"323361","188.984946","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7077156 Win=259264 Len=0 TSval=175207367 TSecr=3250195377"
"323362","188.985149","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6971852 Win=254336 Len=0 TSval=175207367 TSecr=3907547047"
"323363","188.985284","192.168.1.58","23.246.45.154","TCP","78","[TCP Dup ACK 323361#1] 55144  >  443 [ACK] Seq=8301 Ack=7077156 Win=259264 Len=0 TSval=175207367 TSecr=3250195377 SLE=7078604 SRE=7080052"
"323364","188.985488","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7080052 Win=257312 Len=0 TSval=175207367 TSecr=3250195377"
"323365","188.985657","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7082948 Win=255456 Len=0 TSval=175207367 TSecr=3250195377"
"323366","188.985833","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7088740 Win=251744 Len=0 TSval=175207367 TSecr=3250195377"
"323367","188.985973","192.168.1.58","23.246.45.154","TCP","66","55144  >  443 [ACK] Seq=8301 Ack=7094532 Win=248032 Len=0 TSval=175207367 TSecr=3250195377"
"323369","188.986283","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6974748 Win=252480 Len=0 TSval=175207367 TSecr=3907547062"
"323370","188.986493","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6977644 Win=250624 Len=0 TSval=175207367 TSecr=3907547062"
"323374","188.987280","192.168.1.58","23.246.45.154","TCP","66","55146  >  443 [ACK] Seq=5884 Ack=6981988 Win=247840 Len=0 TSval=175207367 TSecr=3907547062"
